14,594,1.0,976243997
14,1196,4.0,976243997
14,1721,3.0,976243912
14,2038,3.0,976244179
14,2355,2.0,976244179
14,2394,3.0,976244471
14,2628,3.0,976243933
14,2716,3.0,976244313
14,2720,2.0,976244367
14,2724,3.0,976244524
14,2861,2.0,976244287
14,3114,4.0,976244591
14,3157,2.0,976244564
14,3175,5.0,976244313
14,3354,3.0,976243997
14,3623,3.0,976244423
14,3986,3.0,976244107
14,3988,4.0,976244343
33,19,3.0,1032769612
33,88,3.0,1032678367
33,157,1.0,1033543456
33,231,3.0,1032769595
33,344,4.0,1032769612
33,377,2.0,1032676906
33,832,4.0,1033604138
33,851,1.0,1032678174
33,908,4.0,1032676906
33,1060,4.0,1032859767
33,1091,4.0,1032772901
33,1120,4.0,1032766375
33,1186,5.0,1032679370
33,1196,2.0,1032679359
33,1197,4.0,1032679865
33,1198,4.0,1032679359
33,1258,5.0,1032679331
33,1285,4.0,1032679577
33,1291,4.0,1032679682
33,1347,2.0,1032679990
33,1359,3.0,1032859220
33,1394,2.0,1032679469
33,1407,4.0,1032769282
33,1717,3.0,1032769282
33,1760,1.0,1032859270
33,1784,4.0,1033604541
33,1974,3.0,1032680083
33,1983,4.0,1032766234
33,1984,1.0,1032766234
33,1994,5.0,1032679707
33,2005,4.0,1032679843
33,2006,4.0,1032678268
33,2060,3.0,1032860971
33,2064,5.0,1032679359
33,2088,2.0,1032680420
33,2107,2.0,1032676887
33,2145,4.0,1032678268
33,2170,2.0,1032860951
33,2193,2.0,1032680004
33,2329,4.0,1032766347
33,2371,4.0,1032679978
33,2502,5.0,1032858907
33,2507,1.0,1032766463
33,2541,4.0,1032766168
33,2599,4.0,1032859343
33,2617,2.0,1032859504
33,2689,1.0,1032766852
33,2706,3.0,1032858995
33,2787,4.0,1032680233
33,2793,2.0,1032768775
33,2795,4.0,1032859847
33,2888,2.0,1032859012
33,2891,1.0,1032859119
33,2917,4.0,1032679534
33,2926,3.0,1032679887
33,2997,4.0,1033604225
33,3157,2.0,1032859389
33,3273,2.0,1032769282
33,3298,4.0,1032677550
33,3317,2.0,1032859878
33,3408,3.0,1032677405
33,3552,3.0,1032769002
33,3566,2.0,1032677594
33,3568,3.0,1032677740
33,3608,4.0,1032679682
33,3617,4.0,1034930027
33,3752,2.0,1034930090
33,3852,4.0,1032859750
33,3858,3.0,1032859050
33,3865,2.0,1032766929
33,3893,2.0,1032769543
33,3897,3.0,1032859587
33,3910,2.0,1032677362
33,3911,5.0,1032769506
33,4017,4.0,1032677266
33,4027,2.0,1032676888
33,4214,4.0,1032680097
33,4247,3.0,1034930190
33,4248,1.0,1032859254
33,4333,4.0,1032679936
33,4340,4.0,1034930133
33,4378,3.0,1032677333
33,4388,2.0,1032769250
33,4447,2.0,1033604248
33,4450,5.0,1032677313
33,4452,2.0,1034929996
33,4483,5.0,1032676888
33,4488,2.0,1032679865
33,4502,2.0,1032678282
33,4509,4.0,1032680097
33,4558,3.0,1032680212
33,4621,4.0,1032680375
33,4641,3.0,1033604322
33,4643,2.0,1032677637
33,4649,4.0,1032859151
33,4652,4.0,1032676792
33,4662,4.0,1032676888
33,4678,3.0,1032678352
33,4679,5.0,1032679978
33,4718,4.0,1032768802
33,4809,3.0,1032679488
33,4878,4.0,1032677282
33,4956,3.0,1032858930
33,4974,3.0,1032858979
33,4988,3.0,1032859878
33,5015,4.0,1032676999
33,5074,4.0,1032677012
33,5106,2.0,1032678432
33,5282,4.0,1032678324
33,5339,4.0,1035340620
33,5483,4.0,1032677082
33,5669,4.0,1037009003
33,5673,5.0,1037008981
50,21,3.0,847412676
50,39,2.0,847412692
50,47,3.0,847412643
50,95,3.0,847412837
50,110,4.0,847412607
50,150,3.0,847412515
50,160,3.0,847412712
50,185,3.0,847412606
50,208,3.0,847412606
50,253,3.0,847412628
50,282,3.0,847412811
50,292,4.0,847412586
50,296,4.0,847412515
50,315,3.0,847412812
50,316,3.0,847412567
50,337,3.0,847412859
50,339,4.0,847412628
50,344,2.0,847412544
50,349,3.0,847412567
50,357,4.0,847412692
50,367,4.0,847412643
50,368,4.0,847413071
50,377,3.0,847412643
50,380,3.0,847412515
50,420,3.0,847412692
50,434,3.0,847412586
50,440,4.0,847412711
50,442,3.0,847412812
50,457,3.0,847413020
50,509,3.0,847412812
50,527,4.0,847412676
50,539,3.0,847412676
50,553,3.0,847413043
50,587,3.0,847412659
50,589,5.0,847412628
50,590,3.0,847412515
50,597,3.0,847412659
50,786,3.0,847413043
78,2,3.5,1274051069
78,10,5.0,1274050854
78,32,5.0,1274050782
78,34,3.5,1344469842
78,39,5.0,1274050940
78,47,4.0,1344469790
78,50,5.0,1274051508
78,110,1.5,1274050758
78,111,3.5,1274050991
78,141,4.0,1274050945
78,150,3.5,1327289203
