2,371,3.0,835355968
2,405,2.0,835356246
2,515,4.0,835355817
3,267,3.0,1298861761
3,1197,5.0,1298932770
4,367,4.0,949895887
4,1028,5.0,949949638
4,1278,5.0,949919372
4,2085,5.0,949949444
4,2115,5.0,949918994
4,2467,5.0,949918875
4,2795,4.0,949811603
4,2804,5.0,949811738
4,2867,3.0,949918875
5,3,4.0,1163374957
5,903,3.5,1163373135
5,1393,3.5,1163374165
5,33166,5.0,1163374211
5,35836,4.0,1163374275
7,34,4.0,851867861
7,329,3.0,851868524
7,1223,5.0,851868044
8,1198,4.0,1154464730
8,1302,3.5,1154400465
8,1625,5.0,1154389385
8,2770,2.5,1154389541
9,608,5.0,938628843
9,2278,4.0,938628897
11,80489,4.5,1391658399
12,736,4.0,968045680
12,3298,4.0,968045529
12,3791,1.0,968045232
12,3885,3.0,968044949
13,3114,3.0,1331380738
13,58559,4.5,1331380873
14,3157,2.0,976244564
14,3751,4.0,976244205
15,5,4.5,1093070098
15,150,3.0,997939380
15,160,0.5,1093028411
15,180,3.0,1166586276
15,318,2.0,997938727
15,520,3.5,1443384915
15,608,5.0,997938500
15,832,1.0,1166586002
15,909,4.0,997939604
15,994,4.0,997939453
15,1089,4.0,997938528
15,1095,4.0,1040205624
15,1208,5.0,997938822
15,1248,3.0,997938509
15,1263,4.0,1120208625
15,1265,4.0,997938171
15,1449,4.0,997939358
15,1464,4.0,997938391
15,1502,1.5,1425876701
15,1608,1.0,1093070221
15,1644,1.5,1166586517
15,1921,4.0,1052896819
15,2058,2.5,1166586203
15,2100,2.0,997938603
15,2145,2.0,1034544351
15,2167,3.0,997939162
15,2288,3.0,1052896740
15,2357,3.0,997938834
15,3005,1.0,1033344702
15,3108,4.0,997939453
15,3272,2.0,1033345227
15,3358,2.5,1096005300
15,3448,2.5,1193436085
15,3510,2.0,1033344795
15,3623,1.0,1033344878
15,3671,2.0,1166586157
15,3998,1.0,997937614
15,3999,3.0,997937459
15,4007,3.5,1426110367
15,4367,1.0,997937374
15,4719,2.0,1374637779
15,4720,2.0,1039243705
15,4975,1.0,1040205965
15,5349,1.0,1039243048
15,5363,1.0,1033343901
15,5449,2.0,1033344188
15,5903,2.0,1357110234
15,6377,1.0,1061496771
15,6440,3.5,1054449659
15,7132,3.0,1096005056
15,7156,3.0,1120209458
15,8366,2.5,1088621517
15,8622,3.5,1163876408
15,8865,1.0,1166981777
15,33679,3.5,1136904851
15,68157,3.0,1338698899
15,86644,1.5,1338698824
15,90866,1.0,1338698247
15,91658,4.0,1338698344
15,91842,3.0,1338698158
15,100032,2.0,1361076617
15,109687,2.5,1465793948
15,112370,3.5,1416120171
15,117176,1.0,1425875426
15,119141,2.0,1443384336
15,122902,0.5,1443384352
15,130490,0.5,1465794100
15,152081,3.0,1460076733
16,6711,4.5,1137578034
17,172,3.5,1127468646
17,296,5.0,1127469297
17,307,3.5,1127471192
17,318,5.0,1127469420
17,541,5.0,1127469561
17,1173,1.0,1127472932
17,1348,5.0,1127470930
17,1627,4.0,1127471602
