14,594,1.0,976243997
14,1721,3.0,976243912
14,2038,3.0,976244179
14,2355,2.0,976244179
14,2394,3.0,976244471
14,2628,3.0,976243933
14,2683,2.0,976244131
14,2716,3.0,976244313
14,2720,2.0,976244367
14,2724,3.0,976244524
14,2861,2.0,976244287
14,3114,4.0,976244591
14,3157,2.0,976244564
14,3175,5.0,976244313
14,3354,3.0,976243997
14,3751,4.0,976244205
14,3988,4.0,976244343
16,50,4.5,1178364904
16,318,4.0,1178364881
16,337,4.0,1137577638
16,750,4.0,1137577630
16,1653,5.0,1137577694
16,1704,5.0,1178363907
16,1961,3.5,1178364916
16,2012,4.0,1137577687
16,2278,3.5,1137577912
16,2706,5.0,1137577616
16,2858,4.0,1148214528
16,3623,4.0,1137577753
16,4014,3.5,1137577979
16,4231,4.5,1148214227
16,4246,4.0,1137577889
16,4718,4.5,1148214543
16,4738,4.5,1148214272
16,4772,5.0,1148214289
16,4823,4.0,1148214251
16,4995,4.5,1178364909
16,5349,3.0,1137577776
16,5445,4.5,1137577730
16,6016,4.0,1178364961
16,6874,3.5,1137577905
16,7346,4.0,1148214661
19,1,3.0,855190091
19,2,3.0,855194773
19,3,3.0,855194718
19,4,3.0,855192868
19,6,3.0,855190128
19,7,3.0,855190128
19,9,3.0,855190232
19,10,3.0,855192496
19,11,3.0,855192773
19,14,5.0,855190167
19,16,5.0,855191930
19,21,3.0,855193244
19,22,3.0,855192868
19,23,1.0,855194301
19,25,3.0,855190091
19,29,3.0,855190349
19,34,4.0,855191622
19,35,3.0,855192496
19,45,3.0,855191478
19,47,5.0,855191517
19,48,3.0,855193488
19,50,4.0,855192835
19,57,3.0,855192717
19,58,3.0,855190167
19,63,3.0,855190349
19,70,4.0,855191324
19,89,3.0,855193220
19,94,3.0,855190290
19,95,3.0,855190091
19,97,4.0,855190550
19,101,3.0,855190531
19,105,3.0,855192656
19,111,5.0,855191324
19,112,3.0,855190128
19,122,3.0,855194378
19,125,3.0,855191429
19,141,3.0,855190091
19,145,4.0,855193720
19,160,4.0,855194718
19,165,3.0,855191227
19,166,2.0,855194264
19,172,1.0,855194345
19,177,2.0,855192496
19,179,2.0,855193865
19,194,4.0,855191383
19,198,3.0,855191478
19,202,3.0,855193054
19,206,3.0,855192120
19,208,3.0,855194790
19,209,2.0,855193510
19,215,3.0,855191324
19,223,4.0,855191622
19,229,4.0,855191701
19,231,3.0,855194087
19,246,4.0,855191478
19,247,4.0,855191430
19,249,3.0,855193530
19,253,3.0,855191430
19,260,4.0,855190199
19,261,4.0,855194216
19,266,1.0,855194773
19,269,3.0,855191882
19,276,1.0,855194605
19,281,3.0,855192982
19,283,3.0,855192910
19,288,5.0,855191383
19,292,4.0,855193465
19,293,4.0,855194693
19,296,5.0,855191226
19,300,3.0,855193220
19,306,5.0,855191584
19,307,5.0,855191622
19,308,5.0,855191654
19,318,4.0,855195189
19,326,5.0,855191383
19,328,4.0,855192210
19,329,3.0,855192814
19,333,3.0,855194773
19,334,4.0,855191846
19,339,4.0,855193599
19,344,3.0,855194560
19,346,3.0,855192910
19,348,4.0,855191622
19,350,3.0,855193864
19,353,3.0,855192868
19,356,5.0,855192120
19,361,4.0,855193330
19,366,3.0,855192254
19,367,3.0,855194531
19,371,3.0,855193244
19,372,1.0,855192254
19,373,4.0,855191816
19,379,3.0,855193845
19,380,3.0,855191228
19,382,3.0,855192120
19,383,3.0,855193914
19,407,3.0,855193558
19,412,3.0,855192605
19,423,3.0,855193488
19,429,4.0,855194419
19,431,4.0,855192210
19,434,3.0,855194301
