1	31	-1	1260759144
1	1029	1	1260759179
1	1061	1	1260759182
1	1129	-1	1260759185
1	1172	1	1260759205
1	1263	-1	1260759151
1	1287	-1	1260759187
1	1293	-1	1260759148
1	1339	1	1260759125
1	1343	-1	1260759131
1	1405	-1	1260759203
1	1953	1	1260759191
1	2105	1	1260759139
1	2150	1	1260759194
1	2193	-1	1260759198
1	2294	-1	1260759108
1	2455	-1	1260759113
1	2968	-1	1260759200
1	3671	1	1260759117
2	17	1	835355681
2	39	1	835355604
2	47	1	835355552
2	50	1	835355586
2	110	1	835355532
2	144	1	835356016
2	150	1	835355395
2	153	1	835355441
2	161	1	835355493
2	165	1	835355441
2	185	1	835355511
2	186	1	835355664
2	222	1	835355840
2	223	-1	835355749
2	225	1	835355552
2	235	1	835355664
2	253	1	835355511
2	261	1	835355681
2	266	1	835355586
2	272	1	835355767
2	292	1	835355492
2	296	1	835355395
2	300	1	835355532
2	314	1	835356044
2	317	-1	835355551
2	319	-1	835355918
2	349	1	835355441
2	350	1	835355697
2	356	1	835355628
2	357	1	835355749
2	364	1	835355604
2	367	1	835355619
2	370	-1	835355932
2	372	1	835356094
2	382	1	835356165
2	405	-1	835356246
2	410	1	835355532
2	454	1	835355604
2	468	1	835355790
2	474	-1	835355828
2	480	1	835355643
2	485	1	835355918
2	497	1	835355880
2	500	1	835355731
2	508	1	835355860
2	509	1	835355719
2	515	1	835355817
2	527	1	835355731
2	537	1	835356199
2	539	1	835355767
2	550	1	835356109
2	551	1	835355767
2	552	1	835355860
2	585	1	835355817
2	586	1	835355790
2	587	1	835355779
2	588	1	835355441
2	589	1	835355697
2	592	1	835355395
2	593	1	835355511
2	616	1	835355932
2	661	1	835356141
2	720	1	835355978
3	247	1	1298861637
3	267	1	1298861761
3	296	1	1298862418
3	355	-1	1298861589
3	356	1	1298862167
3	377	-1	1298923242
3	527	1	1298862528
3	588	1	1298922100
3	592	1	1298923247
3	593	1	1298921840
3	595	-1	1298923260
3	736	1	1298932787
3	866	1	1298861687
3	1197	1	1298932770
3	1210	1	1298921795
3	1235	1	1298861628
3	1271	1	1298861605
3	1378	1	1298861658
3	1580	1	1298922089
3	1721	1	1298923236
3	1884	1	1298863143
3	2318	1	1298861753
3	2513	1	1298861789
3	2694	1	1298862710
3	2702	1	1298861796
3	2716	1	1298924017
3	2762	1	1298922057
3	2841	1	1298861733
3	2858	1	1298921825
3	3243	1	1298861968
3	3510	1	1298861633
3	3949	1	1298863174
3	6377	1	1298922080
3	7153	-1	1298921787
3	7361	1	1298922065
3	8622	1	1298861650
3	8636	1	1298932766
3	44191	1	1298932740
3	48783	1	1298862361
3	50068	1	1298862467
3	58559	1	1298922071
3	84236	1	1298922130
4	10	1	949810645
4	34	1	949919556
4	112	1	949810582
4	141	1	949919681
4	153	1	949811346
4	173	1	949811346
4	185	1	949920047
4	260	1	949779042
4	289	1	949778802
4	329	1	949810618
4	349	1	949810582
4	356	1	949919763
4	357	1	949919681
4	380	1	949810534
4	431	1	949895772
4	434	1	949810688
4	440	1	949919802
4	442	1	949920028
4	464	1	949811315
4	480	1	949810582
4	541	1	949779091
4	588	1	949949486
4	589	1	949919938
4	594	1	949949538
4	596	1	949949638
4	610	1	949982238
4	616	1	949949444
4	858	1	949779022
4	913	1	949919247
4	919	1	949949396
4	1011	1	949919454
4	1016	1	949919322
4	1022	1	949949638
4	1028	1	949949638
4	1030	1	949896377
4	1031	1	949896377
4	1032	1	949949538
4	1033	1	949949638
4	1036	1	949896244
4	1073	1	949919372
4	1079	1	949811523
4	1089	1	949895732
4	1097	1	949778771
4	1125	1	949919399
4	1127	1	949896275
4	1136	1	949919372
4	1194	1	949919419
4	1196	1	949779173
4	1198	1	949779173
4	1200	1	949896244
4	1206	1	949896159
4	1210	1	949778714
4	1213	1	949895708
4	1214	1	949810261
4	1219	1	949779173
4	1222	1	949918693
4	1225	1	949779173
4	1230	1	949919372
4	1240	1	949896244
4	1243	1	949919519
4	1257	1	949811602
4	1258	1	949918743
4	1259	1	949811559
4	1270	1	949811523
4	1282	1	949949396
4	1288	1	949811490
4	1291	1	949918743
4	1298	1	949918927
4	1307	1	949811602
4	1334	1	949982274
4	1344	1	949919247
4	1371	1	949810302
4	1372	1	949920004
4	1374	1	949918787
4	1376	1	949918904
4	1377	1	949810688
4	1380	1	949896377
4	1387	1	949810261
4	1388	1	949810302
4	1396	1	949895772
4	1544	1	949811230
4	1580	1	949919978
4	1663	1	949811559
4	1674	1	949896244
4	1805	-1	949895864
4	1858	1	949919738
4	1917	1	949810688
4	1953	1	949810261
4	1954	1	949810261
4	1961	1	949918743
4	1967	1	949949538
4	2000	1	949811602
4	2002	1	949895907
4	2003	-1	949918970
4	2005	1	949896070
4	2014	1	949919454
4	2018	1	949778771
4	2020	1	949811738
4	2021	1	949896114
4	2033	1	949982239
4	2034	1	949896183
4	2046	1	949810618
4	2054	1	949896114
4	2064	1	949918648
4	2078	1	949949444
4	2080	1	949919306
4	2081	1	949982239
4	2085	1	949949444
4	2086	1	949896114
4	2087	1	949949638
4	2091	1	949896183
4	2094	1	949920028
4	2096	1	949949538
4	2100	1	949896114
4	2102	1	949949396
4	2105	1	949896114
4	2109	1	949919399
4	2110	1	949896309
4	2114	1	949918927
4	2115	1	949918994
4	2124	1	949919763
4	2143	1	949896114
4	2144	1	949811603
4	2161	1	949896070
4	2193	1	949896070
4	2194	1	949918764
4	2248	1	949811559
4	2263	1	949896309
4	2268	1	949895772
4	2289	1	949919556
4	2348	1	949918927
4	2371	1	949811603
4	2403	1	949918994
4	2409	1	949810302
4	2454	1	949982274
4	2467	1	949918875
4	2551	1	949896275
4	2616	-1	949895993
4	2628	1	949810582
4	2640	1	949810261
4	2659	1	949918671
4	2683	1	949896497
4	2699	1	949896497
4	2716	1	949811523
4	2723	1	949810582
4	2734	1	949778714
4	2770	-1	949896521
4	2791	1	949811490
4	2804	1	949811738
4	2822	1	949811230
4	2867	1	949918875
4	2872	1	949896114
4	2877	1	949896377
4	2902	-1	949896309
4	2916	1	949810534
4	2918	1	949811559
4	2968	1	949896070
4	2986	1	949896015
4	2987	1	949918807
4	2991	1	949810261
4	3016	1	949896543
4	3034	1	949949444
4	3039	1	949811559
4	3040	1	949919419
4	3060	1	949919656
4	3071	1	949918715
4	3101	1	949896275
4	3108	1	949919738
4	3169	1	949918904
4	3208	-1	949778946
4	3210	1	949811523
4	3251	1	949918970
4	3263	1	949919845
4	3265	1	949895732
4	4006	-1	949982238
5	39	1	1163374952
5	141	1	1163374242
5	150	1	1163374404
5	277	1	1163373208
5	344	1	1163373636
5	356	1	1163374152
5	367	1	1163373755
5	377	1	1163373610
5	500	1	1163373718
5	595	1	1163374190
5	858	-1	1163373651
5	903	1	1163373135
5	1022	1	1163373316
5	1035	1	1163373103
5	1193	1	1163374173
5	1221	-1	1163374239
5	1247	1	1163374582
5	1307	1	1163374495
5	1380	1	1163373044
5	1485	1	1163374608
5	1544	1	1163374562
5	1682	1	1163374214
5	1721	1	1163373744
5	1777	1	1163374601
5	1784	1	1163374251
5	1923	1	1163373726
5	1961	1	1163373675
5	2023	-1	1163373188
5	2081	1	1163373109
5	2273	1	1163373276
5	2355	1	1163374184
5	2424	1	1163373193
5	2683	1	1163373679
5	2694	1	1163373293
5	2706	1	1163374246
5	2762	1	1163373743
5	2770	1	1163374947
5	2918	1	1163374278
5	2997	1	1163374127
5	3176	1	1163374408
5	3408	1	1163374137
5	3753	1	1163373148
5	3897	1	1163374235
5	3948	1	1163374198
5	4014	1	1163373273
5	4022	1	1163373696
5	4025	1	1163375145
5	4306	1	1163374103
5	4308	1	1163374354
5	4963	1	1163373548
5	4995	1	1163373616
5	5266	1	1163374995
5	5349	1	1163373606
5	5464	1	1163374443
5	5669	1	1163374206
5	5679	1	1163374389
5	6218	1	1163374491
